banco_origem,dia,hora,dia_semana,valor,valor_acumulado_ate_hora,dias_desde_ultimo_batimento,faixa_batimento
COBwebRCBCONSUMER,2026-04-10,17,6,0.0,3551.48,5,pos_batimento
COBwebRCBCONSUMER,2026-04-10,18,6,0.0,3551.48,5,pos_batimento
COBwebRCBCONSUMER,2026-04-10,19,6,0.0,3551.48,5,pos_batimento
COBwebRCBCONSUMER,2026-04-13,8,2,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-04-13,9,2,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-04-13,10,2,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-04-13,11,2,182.07,182.07,8,absorcao
COBwebRCBCONSUMER,2026-04-13,12,2,0.0,182.07,8,absorcao
COBwebRCBCONSUMER,2026-04-13,13,2,0.0,182.07,8,absorcao
COBwebRCBCONSUMER,2026-04-13,14,2,371.54,553.61,8,absorcao
COBwebRCBCONSUMER,2026-04-13,15,2,128.5,682.11,8,absorcao
COBwebRCBCONSUMER,2026-04-13,16,2,0.0,682.11,8,absorcao
COBwebRCBCONSUMER,2026-04-13,17,2,0.0,682.11,8,absorcao
COBwebRCBCONSUMER,2026-04-13,18,2,0.0,682.11,8,absorcao
COBwebRCBCONSUMER,2026-04-13,19,2,0.0,682.11,8,absorcao
COBwebRCBCONSUMER,2026-04-14,8,3,0.0,0.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,9,3,0.0,0.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,10,3,0.0,0.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,11,3,0.0,0.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,12,3,200.0,200.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,13,3,200.0,400.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,14,3,4620.0,5020.0,9,absorcao
COBwebRCBCONSUMER,2026-04-14,15,3,911.7,5931.7,9,absorcao
COBwebRCBCONSUMER,2026-04-14,16,3,914.48,6846.18,9,absorcao
COBwebRCBCONSUMER,2026-04-14,17,3,177.43,7023.61,9,absorcao
COBwebRCBCONSUMER,2026-04-14,18,3,180.0,7203.61,9,absorcao
COBwebRCBCONSUMER,2026-04-14,19,3,0.0,7203.61,9,absorcao
COBwebRCBCONSUMER,2026-04-15,8,4,0.0,0.0,10,absorcao
COBwebRCBCONSUMER,2026-04-15,9,4,159.97,159.97,10,absorcao
COBwebRCBCONSUMER,2026-04-15,10,4,150.19,310.16,10,absorcao
COBwebRCBCONSUMER,2026-04-15,11,4,0.0,310.16,10,absorcao
COBwebRCBCONSUMER,2026-04-15,12,4,0.0,310.16,10,absorcao
COBwebRCBCONSUMER,2026-04-15,13,4,0.0,310.16,10,absorcao
COBwebRCBCONSUMER,2026-04-15,14,4,817.15,1127.31,10,absorcao
COBwebRCBCONSUMER,2026-04-15,15,4,72.0,1199.31,10,absorcao
COBwebRCBCONSUMER,2026-04-15,16,4,0.0,1199.31,10,absorcao
COBwebRCBCONSUMER,2026-04-15,17,4,0.0,1199.31,10,absorcao
COBwebRCBCONSUMER,2026-04-15,18,4,0.0,1199.31,10,absorcao
COBwebRCBCONSUMER,2026-04-15,19,4,0.0,1199.31,10,absorcao
COBwebRCBCONSUMER,2026-04-16,8,5,0.0,0.0,11,absorcao
COBwebRCBCONSUMER,2026-04-16,9,5,724.67,724.67,11,absorcao
COBwebRCBCONSUMER,2026-04-16,10,5,110.0,834.67,11,absorcao
COBwebRCBCONSUMER,2026-04-16,11,5,0.0,834.67,11,absorcao
COBwebRCBCONSUMER,2026-04-16,12,5,0.0,834.67,11,absorcao
COBwebRCBCONSUMER,2026-04-16,13,5,770.8,1605.47,11,absorcao
COBwebRCBCONSUMER,2026-04-16,14,5,290.94,1896.41,11,absorcao
COBwebRCBCONSUMER,2026-04-16,15,5,0.0,1896.41,11,absorcao
COBwebRCBCONSUMER,2026-04-16,16,5,0.0,1896.41,11,absorcao
COBwebRCBCONSUMER,2026-04-16,17,5,393.68,2290.09,11,absorcao
COBwebRCBCONSUMER,2026-04-16,18,5,0.0,2290.09,11,absorcao
COBwebRCBCONSUMER,2026-04-16,19,5,0.0,2290.09,11,absorcao
COBwebRCBCONSUMER,2026-04-17,8,6,0.0,0.0,12,absorcao
COBwebRCBCONSUMER,2026-04-17,9,6,0.0,0.0,12,absorcao
COBwebRCBCONSUMER,2026-04-17,10,6,532.0,532.0,12,absorcao
COBwebRCBCONSUMER,2026-04-17,11,6,279.56,811.56,12,absorcao
COBwebRCBCONSUMER,2026-04-17,12,6,0.0,811.56,12,absorcao
COBwebRCBCONSUMER,2026-04-17,13,6,67.0,878.56,12,absorcao
COBwebRCBCONSUMER,2026-04-17,14,6,1722.59,2601.15,12,absorcao
COBwebRCBCONSUMER,2026-04-17,15,6,9955.7,12556.85,12,absorcao
COBwebRCBCONSUMER,2026-04-17,16,6,0.0,12556.85,12,absorcao
COBwebRCBCONSUMER,2026-04-17,17,6,0.0,12556.85,12,absorcao
COBwebRCBCONSUMER,2026-04-17,18,6,0.0,12556.85,12,absorcao
COBwebRCBCONSUMER,2026-04-17,19,6,0.0,12556.85,12,absorcao
COBwebRCBCONSUMER,2026-04-20,8,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,9,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,10,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,11,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,12,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,13,2,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,14,2,305.0,305.0,15,absorcao
COBwebRCBCONSUMER,2026-04-20,15,2,516.8,821.8,15,absorcao
COBwebRCBCONSUMER,2026-04-20,16,2,452.0,1273.8,15,absorcao
COBwebRCBCONSUMER,2026-04-20,17,2,0.0,1273.8,15,absorcao
COBwebRCBCONSUMER,2026-04-20,18,2,0.0,1273.8,15,absorcao
COBwebRCBCONSUMER,2026-04-20,19,2,0.0,1273.8,15,absorcao
COBwebRCBCONSUMER,2026-04-21,8,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,9,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,10,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,11,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,12,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,13,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,14,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,15,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,16,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,17,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,18,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-21,19,3,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-04-22,8,4,0.0,0.0,17,basal
COBwebRCBCONSUMER,2026-04-22,9,4,110.0,110.0,17,basal
COBwebRCBCONSUMER,2026-04-22,10,4,0.0,110.0,17,basal
COBwebRCBCONSUMER,2026-04-22,11,4,0.0,110.0,17,basal
COBwebRCBCONSUMER,2026-04-22,12,4,284.1,394.1,17,basal
COBwebRCBCONSUMER,2026-04-22,13,4,223.31,617.41,17,basal
COBwebRCBCONSUMER,2026-04-22,14,4,8006.04,8623.45,17,basal
COBwebRCBCONSUMER,2026-04-22,15,4,0.0,8623.45,17,basal
COBwebRCBCONSUMER,2026-04-22,16,4,791.48,9414.93,17,basal
COBwebRCBCONSUMER,2026-04-22,17,4,344.02,9758.95,17,basal
COBwebRCBCONSUMER,2026-04-22,18,4,0.0,9758.95,17,basal
COBwebRCBCONSUMER,2026-04-22,19,4,0.0,9758.95,17,basal
COBwebRCBCONSUMER,2026-04-23,8,5,0.0,0.0,18,basal
COBwebRCBCONSUMER,2026-04-23,9,5,512.5,512.5,18,basal
COBwebRCBCONSUMER,2026-04-23,10,5,0.0,512.5,18,basal
COBwebRCBCONSUMER,2026-04-23,11,5,0.0,512.5,18,basal
COBwebRCBCONSUMER,2026-04-23,12,5,0.0,512.5,18,basal
COBwebRCBCONSUMER,2026-04-23,13,5,0.0,512.5,18,basal
COBwebRCBCONSUMER,2026-04-23,14,5,1143.37,1655.87,18,basal
COBwebRCBCONSUMER,2026-04-23,15,5,1301.19,2957.06,18,basal
COBwebRCBCONSUMER,2026-04-23,16,5,0.0,2957.06,18,basal
COBwebRCBCONSUMER,2026-04-23,17,5,0.0,2957.06,18,basal
COBwebRCBCONSUMER,2026-04-23,18,5,0.0,2957.06,18,basal
COBwebRCBCONSUMER,2026-04-23,19,5,0.0,2957.06,18,basal
COBwebRCBCONSUMER,2026-04-24,8,6,0.0,0.0,19,basal
COBwebRCBCONSUMER,2026-04-24,9,6,0.0,0.0,19,basal
COBwebRCBCONSUMER,2026-04-24,10,6,205.0,205.0,19,basal
COBwebRCBCONSUMER,2026-04-24,11,6,680.0,885.0,19,basal
COBwebRCBCONSUMER,2026-04-24,12,6,0.0,885.0,19,basal
COBwebRCBCONSUMER,2026-04-24,13,6,156.37,1041.37,19,basal
COBwebRCBCONSUMER,2026-04-24,14,6,0.0,1041.37,19,basal
COBwebRCBCONSUMER,2026-04-24,15,6,4423.61,5464.98,19,basal
COBwebRCBCONSUMER,2026-04-24,16,6,337.16,5802.14,19,basal
COBwebRCBCONSUMER,2026-04-24,17,6,17.72,5819.86,19,basal
COBwebRCBCONSUMER,2026-04-24,18,6,0.0,5819.86,19,basal
COBwebRCBCONSUMER,2026-04-24,19,6,0.0,5819.86,19,basal
COBwebRCBCONSUMER,2026-04-27,8,2,0.0,0.0,22,basal
COBwebRCBCONSUMER,2026-04-27,9,2,1679.99,1679.99,22,basal
COBwebRCBCONSUMER,2026-04-27,10,2,829.89,2509.88,22,basal
COBwebRCBCONSUMER,2026-04-27,11,2,145.55,2655.43,22,basal
COBwebRCBCONSUMER,2026-04-27,12,2,804.0,3459.43,22,basal
COBwebRCBCONSUMER,2026-04-27,13,2,96.25,3555.68,22,basal
COBwebRCBCONSUMER,2026-04-27,14,2,466.9,4022.58,22,basal
COBwebRCBCONSUMER,2026-04-27,15,2,219.97,4242.55,22,basal
COBwebRCBCONSUMER,2026-04-27,16,2,0.0,4242.55,22,basal
COBwebRCBCONSUMER,2026-04-27,17,2,0.0,4242.55,22,basal
COBwebRCBCONSUMER,2026-04-27,18,2,0.0,4242.55,22,basal
COBwebRCBCONSUMER,2026-04-27,19,2,0.0,4242.55,22,basal
COBwebRCBCONSUMER,2026-04-28,8,3,0.0,0.0,23,basal
COBwebRCBCONSUMER,2026-04-28,9,3,277.51,277.51,23,basal
COBwebRCBCONSUMER,2026-04-28,10,3,0.0,277.51,23,basal
COBwebRCBCONSUMER,2026-04-28,11,3,60.0,337.51,23,basal
COBwebRCBCONSUMER,2026-04-28,12,3,0.0,337.51,23,basal
COBwebRCBCONSUMER,2026-04-28,13,3,757.47,1094.98,23,basal
COBwebRCBCONSUMER,2026-04-28,14,3,95.11,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-28,15,3,0.0,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-28,16,3,0.0,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-28,17,3,0.0,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-28,18,3,0.0,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-28,19,3,0.0,1190.09,23,basal
COBwebRCBCONSUMER,2026-04-29,8,4,0.0,0.0,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,9,4,220.0,220.0,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,10,4,73.1,293.1,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,11,4,0.0,293.1,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,12,4,0.0,293.1,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,13,4,175.0,468.1,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,14,4,68.25,536.35,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,15,4,0.0,536.35,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,16,4,0.0,536.35,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,17,4,366.29,902.64,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,18,4,0.0,902.64,0,pos_batimento
COBwebRCBCONSUMER,2026-04-29,19,4,0.0,902.64,0,pos_batimento
COBwebRCBCONSUMER,2026-04-30,8,5,200.23,200.23,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,9,5,570.0,770.23,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,10,5,160.59,930.82,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,11,5,100.0,1030.82,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,12,5,115.0,1145.82,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,13,5,406.39,1552.21,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,14,5,720.95,2273.16,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,15,5,338.15,2611.31,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,16,5,0.0,2611.31,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,17,5,0.0,2611.31,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,18,5,0.0,2611.31,1,pos_batimento
COBwebRCBCONSUMER,2026-04-30,19,5,0.0,2611.31,1,pos_batimento
COBwebRCBCONSUMER,2026-05-01,8,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,9,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,10,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,11,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,12,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,13,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,14,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,15,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,16,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,17,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,18,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-01,19,6,0.0,0.0,2,pos_batimento
COBwebRCBCONSUMER,2026-05-04,8,2,0.0,0.0,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,9,2,0.0,0.0,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,10,2,0.0,0.0,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,11,2,145.52,145.52,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,12,2,631.96,777.48,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,13,2,208.62,986.1,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,14,2,300.0,1286.1,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,15,2,0.0,1286.1,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,16,2,700.33,1986.43,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,17,2,0.0,1986.43,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,18,2,0.0,1986.43,5,pos_batimento
COBwebRCBCONSUMER,2026-05-04,19,2,0.0,1986.43,5,pos_batimento
COBwebRCBCONSUMER,2026-05-05,8,3,401.38,401.38,6,absorcao
COBwebRCBCONSUMER,2026-05-05,9,3,132.72,534.1,6,absorcao
COBwebRCBCONSUMER,2026-05-05,10,3,2691.29,3225.39,6,absorcao
COBwebRCBCONSUMER,2026-05-05,11,3,625.81,3851.2,6,absorcao
COBwebRCBCONSUMER,2026-05-05,12,3,0.0,3851.2,6,absorcao
COBwebRCBCONSUMER,2026-05-05,13,3,0.0,3851.2,6,absorcao
COBwebRCBCONSUMER,2026-05-05,14,3,2135.26,5986.46,6,absorcao
COBwebRCBCONSUMER,2026-05-05,15,3,338.07,6324.53,6,absorcao
COBwebRCBCONSUMER,2026-05-05,16,3,1818.0,8142.53,6,absorcao
COBwebRCBCONSUMER,2026-05-05,17,3,0.0,8142.53,6,absorcao
COBwebRCBCONSUMER,2026-05-05,18,3,60.0,8202.53,6,absorcao
COBwebRCBCONSUMER,2026-05-05,19,3,60.0,8262.53,6,absorcao
COBwebRCBCONSUMER,2026-05-06,8,4,249.44,249.44,7,absorcao
COBwebRCBCONSUMER,2026-05-06,9,4,0.0,249.44,7,absorcao
COBwebRCBCONSUMER,2026-05-06,10,4,0.0,249.44,7,absorcao
COBwebRCBCONSUMER,2026-05-06,11,4,0.0,249.44,7,absorcao
COBwebRCBCONSUMER,2026-05-06,12,4,291.89,541.33,7,absorcao
COBwebRCBCONSUMER,2026-05-06,13,4,614.68,1156.01,7,absorcao
COBwebRCBCONSUMER,2026-05-06,14,4,52.4,1208.41,7,absorcao
COBwebRCBCONSUMER,2026-05-06,15,4,562.2,1770.61,7,absorcao
COBwebRCBCONSUMER,2026-05-06,16,4,100.0,1870.61,7,absorcao
COBwebRCBCONSUMER,2026-05-06,17,4,60.0,1930.61,7,absorcao
COBwebRCBCONSUMER,2026-05-06,18,4,0.0,1930.61,7,absorcao
COBwebRCBCONSUMER,2026-05-06,19,4,0.0,1930.61,7,absorcao
COBwebRCBCONSUMER,2026-05-07,8,5,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-05-07,9,5,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-05-07,10,5,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-05-07,11,5,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-05-07,12,5,0.0,0.0,8,absorcao
COBwebRCBCONSUMER,2026-05-07,13,5,589.58,589.58,8,absorcao
COBwebRCBCONSUMER,2026-05-07,14,5,564.26,1153.84,8,absorcao
COBwebRCBCONSUMER,2026-05-07,15,5,1344.07,2497.91,8,absorcao
COBwebRCBCONSUMER,2026-05-07,16,5,0.0,2497.91,8,absorcao
COBwebRCBCONSUMER,2026-05-07,17,5,0.0,2497.91,8,absorcao
COBwebRCBCONSUMER,2026-05-07,18,5,548.32,3046.23,8,absorcao
COBwebRCBCONSUMER,2026-05-07,19,5,0.0,3046.23,8,absorcao
COBwebRCBCONSUMER,2026-05-08,8,6,150.0,150.0,9,absorcao
COBwebRCBCONSUMER,2026-05-08,9,6,0.0,150.0,9,absorcao
COBwebRCBCONSUMER,2026-05-08,10,6,104.73,254.73,9,absorcao
COBwebRCBCONSUMER,2026-05-08,11,6,130.4,385.13,9,absorcao
COBwebRCBCONSUMER,2026-05-08,12,6,313.04,698.17,9,absorcao
COBwebRCBCONSUMER,2026-05-08,13,6,0.0,698.17,9,absorcao
COBwebRCBCONSUMER,2026-05-08,14,6,450.0,1148.17,9,absorcao
COBwebRCBCONSUMER,2026-05-08,15,6,996.19,2144.36,9,absorcao
COBwebRCBCONSUMER,2026-05-08,16,6,60.0,2204.36,9,absorcao
COBwebRCBCONSUMER,2026-05-08,17,6,430.0,2634.36,9,absorcao
COBwebRCBCONSUMER,2026-05-08,18,6,2900.0,5534.36,9,absorcao
COBwebRCBCONSUMER,2026-05-08,19,6,0.0,5534.36,9,absorcao
COBwebRCBCONSUMER,2026-05-11,8,2,0.0,0.0,12,absorcao
COBwebRCBCONSUMER,2026-05-11,9,2,456.64,456.64,12,absorcao
COBwebRCBCONSUMER,2026-05-11,10,2,1000.0,1456.64,12,absorcao
COBwebRCBCONSUMER,2026-05-11,11,2,10048.46,11505.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,12,2,0.0,11505.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,13,2,0.0,11505.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,14,2,260.0,11765.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,15,2,0.0,11765.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,16,2,0.0,11765.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,17,2,1500.0,13265.1,12,absorcao
COBwebRCBCONSUMER,2026-05-11,18,2,2201.74,15466.84,12,absorcao
COBwebRCBCONSUMER,2026-05-11,19,2,0.0,15466.84,12,absorcao
COBwebRCBCONSUMER,2026-05-12,8,3,0.0,0.0,13,absorcao
COBwebRCBCONSUMER,2026-05-12,9,3,238.66,238.66,13,absorcao
COBwebRCBCONSUMER,2026-05-12,10,3,222.94,461.6,13,absorcao
COBwebRCBCONSUMER,2026-05-12,11,3,794.01,1255.61,13,absorcao
COBwebRCBCONSUMER,2026-05-12,12,3,0.0,1255.61,13,absorcao
COBwebRCBCONSUMER,2026-05-12,13,3,397.27,1652.88,13,absorcao
COBwebRCBCONSUMER,2026-05-12,14,3,239.17,1892.05,13,absorcao
COBwebRCBCONSUMER,2026-05-12,15,3,0.0,1892.05,13,absorcao
COBwebRCBCONSUMER,2026-05-12,16,3,0.0,1892.05,13,absorcao
COBwebRCBCONSUMER,2026-05-12,17,3,1500.0,3392.05,13,absorcao
COBwebRCBCONSUMER,2026-05-12,18,3,2222.53,5614.58,13,absorcao
COBwebRCBCONSUMER,2026-05-12,19,3,0.0,5614.58,13,absorcao
COBwebRCBCONSUMER,2026-05-13,8,4,0.0,0.0,14,absorcao
COBwebRCBCONSUMER,2026-05-13,9,4,0.0,0.0,14,absorcao
COBwebRCBCONSUMER,2026-05-13,10,4,406.57,406.57,14,absorcao
COBwebRCBCONSUMER,2026-05-13,11,4,542.41,948.98,14,absorcao
COBwebRCBCONSUMER,2026-05-13,12,4,200.0,1148.98,14,absorcao
COBwebRCBCONSUMER,2026-05-13,13,4,200.0,1348.98,14,absorcao
COBwebRCBCONSUMER,2026-05-13,14,4,0.0,1348.98,14,absorcao
COBwebRCBCONSUMER,2026-05-13,15,4,185.03,1534.01,14,absorcao
COBwebRCBCONSUMER,2026-05-13,16,4,0.0,1534.01,14,absorcao
COBwebRCBCONSUMER,2026-05-13,17,4,0.0,1534.01,14,absorcao
COBwebRCBCONSUMER,2026-05-13,18,4,1000.0,2534.01,14,absorcao
COBwebRCBCONSUMER,2026-05-13,19,4,0.0,2534.01,14,absorcao
COBwebRCBCONSUMER,2026-05-14,8,5,0.0,0.0,15,absorcao
COBwebRCBCONSUMER,2026-05-14,9,5,200.0,200.0,15,absorcao
COBwebRCBCONSUMER,2026-05-14,10,5,71.94,271.94,15,absorcao
COBwebRCBCONSUMER,2026-05-14,11,5,117.8,389.74,15,absorcao
COBwebRCBCONSUMER,2026-05-14,12,5,0.0,389.74,15,absorcao
COBwebRCBCONSUMER,2026-05-14,13,5,0.0,389.74,15,absorcao
COBwebRCBCONSUMER,2026-05-14,14,5,1013.73,1403.47,15,absorcao
COBwebRCBCONSUMER,2026-05-14,15,5,477.9,1881.37,15,absorcao
COBwebRCBCONSUMER,2026-05-14,16,5,5067.7,6949.07,15,absorcao
COBwebRCBCONSUMER,2026-05-14,17,5,100.0,7049.07,15,absorcao
COBwebRCBCONSUMER,2026-05-14,18,5,114.77,7163.84,15,absorcao
COBwebRCBCONSUMER,2026-05-14,19,5,0.0,7163.84,15,absorcao
COBwebRCBCONSUMER,2026-05-15,8,6,0.0,0.0,16,basal
COBwebRCBCONSUMER,2026-05-15,9,6,1621.7,1621.7,16,basal
COBwebRCBCONSUMER,2026-05-15,10,6,130.0,1751.7,16,basal
COBwebRCBCONSUMER,2026-05-15,11,6,0.0,1751.7,16,basal
COBwebRCBCONSUMER,2026-05-15,12,6,0.0,1751.7,16,basal
COBwebRCBCONSUMER,2026-05-15,13,6,280.0,2031.7,16,basal
COBwebRCBCONSUMER,2026-05-15,14,6,882.31,2914.01,16,basal
COBwebRCBCONSUMER,2026-05-15,15,6,58.81,2972.82,16,basal
COBwebRCBCONSUMER,2026-05-15,16,6,291.64,3264.46,16,basal
COBwebRCBCONSUMER,2026-05-15,17,6,63.79,3328.25,16,basal
COBwebRCBCONSUMER,2026-05-15,18,6,4955.89,8284.14,16,basal
COBwebRCBCONSUMER,2026-05-15,19,6,0.0,8284.14,16,basal
COBwebRCBCONSUMER,2026-05-18,8,2,0.0,0.0,19,basal
COBwebRCBCONSUMER,2026-05-18,9,2,150.0,150.0,19,basal
COBwebRCBCONSUMER,2026-05-18,10,2,400.0,550.0,19,basal
COBwebRCBCONSUMER,2026-05-18,11,2,0.0,550.0,19,basal
COBwebRCBCONSUMER,2026-05-18,12,2,0.0,550.0,19,basal
COBwebRCBCONSUMER,2026-05-18,13,2,0.0,550.0,19,basal
COBwebRCBCONSUMER,2026-05-18,14,2,230.0,780.0,19,basal
COBwebRCBCONSUMER,2026-05-18,15,2,0.0,780.0,19,basal
COBwebRCBCONSUMER,2026-05-18,16,2,60.0,840.0,19,basal
COBwebRCBCONSUMER,2026-05-18,17,2,135.57,975.57,19,basal
COBwebRCBCONSUMER,2026-05-18,18,2,0.0,975.57,19,basal
COBwebRCBCONSUMER,2026-05-18,19,2,33.42,1008.99,19,basal
COBwebRCBCONSUMER,2026-05-19,8,3,0.0,0.0,20,basal
COBwebRCBCONSUMER,2026-05-19,9,3,0.0,0.0,20,basal
COBwebRCBCONSUMER,2026-05-19,10,3,0.0,0.0,20,basal
COBwebRCBCONSUMER,2026-05-19,11,3,239.3,239.3,20,basal
COBwebRCBCONSUMER,2026-05-19,12,3,0.0,239.3,20,basal
COBwebRCBCONSUMER,2026-05-19,13,3,448.6,687.9,20,basal
COBwebRCBCONSUMER,2026-05-19,14,3,704.02,1391.92,20,basal
COBwebRCBCONSUMER,2026-05-19,15,3,514.26,1906.18,20,basal
COBwebRCBCONSUMER,2026-05-19,16,3,0.0,1906.18,20,basal
COBwebRCBCONSUMER,2026-05-19,17,3,121.0,2027.18,20,basal
COBwebRCBCONSUMER,2026-05-19,18,3,0.0,2027.18,20,basal
COBwebRCBCONSUMER,2026-05-19,19,3,0.0,2027.18,20,basal
COBwebRCBCONSUMER,2026-05-20,8,4,0.0,0.0,21,basal
COBwebRCBCONSUMER,2026-05-20,9,4,83.22,83.22,21,basal
COBwebRCBCONSUMER,2026-05-20,10,4,0.0,83.22,21,basal
COBwebRCBCONSUMER,2026-05-20,11,4,198.42,281.64,21,basal
COBwebRCBCONSUMER,2026-05-20,12,4,323.35,604.99,21,basal
COBwebRCBCONSUMER,2026-05-20,13,4,0.0,604.99,21,basal
COBwebRCBCONSUMER,2026-05-20,14,4,0.0,604.99,21,basal
COBwebRCBCONSUMER,2026-05-20,15,4,360.97,965.96,21,basal
COBwebRCBCONSUMER,2026-05-20,16,4,0.0,965.96,21,basal
COBwebRCBCONSUMER,2026-05-20,17,4,422.82,1388.78,21,basal
COBwebRCBCONSUMER,2026-05-20,18,4,0.0,1388.78,21,basal
COBwebRCBCONSUMER,2026-05-20,19,4,0.0,1388.78,21,basal
COBwebRCBCONSUMER,2026-05-21,8,5,0.0,0.0,22,basal
COBwebRCBCONSUMER,2026-05-21,9,5,0.0,0.0,22,basal
COBwebRCBCONSUMER,2026-05-21,10,5,170.5,170.5,22,basal
COBwebRCBCONSUMER,2026-05-21,11,5,0.0,170.5,22,basal
COBwebRCBCONSUMER,2026-05-21,12,5,8956.56,9127.06,22,basal
COBwebRCBCONSUMER,2026-05-21,13,5,191.48,9318.54,22,basal
COBwebRCBCONSUMER,2026-05-21,14,5,0.0,9318.54,22,basal
COBwebRCBCONSUMER,2026-05-21,15,5,108.7,9427.24,22,basal
